age,employment,gender,race,household_income,education,state,vote_trump
45,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",GA,1
42,1,1,1,"$200,000 to $249,999",More than College,NY,1
35,1,1,1,"$125,000 to $149,999",More than College,NY,1
55,1,1,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NY,1
73,0,1,1,"$45,000 to $49,999",High school graduate,PA,0
25,0,0,1,"Less than $14,999",More than College,DE,0
39,0,1,1,"Less than $14,999","College Degree (such as B.A., B.S.)",OH,0
40,1,1,1,"$125,000 to $149,999","Completed some college, but no degree",CA,0
60,0,1,1,"$150,000 to $174,999","Completed some graduate, but no degree",SC,0
39,1,1,1,"$250,000 and above",More than College,NY,0
48,0,0,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",OH,1
36,1,0,1,"$85,000 to $89,999",More than College,NY,0
54,1,1,1,"$50,000 to $54,999","Completed some graduate, but no degree",MO,1
55,1,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",AZ,1
28,0,1,0,"Less than $14,999",High school graduate,WI,0
62,0,1,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",FL,0
33,1,1,1,"$175,000 to $199,999",More than College,CA,1
64,0,1,1,"Less than $14,999","Completed some graduate, but no degree",AZ,0
45,1,0,0,"$45,000 to $49,999","Completed some graduate, but no degree",NJ,1
36,0,1,1,"$70,000 to $74,999","Completed some college, but no degree",ME,0
62,0,0,0,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",LA,0
29,1,0,0,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",VA,0
55,0,1,1,"Less than $14,999",High school graduate,GA,0
29,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,0
35,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,1
79,0,1,1,"$30,000 to $34,999",High school graduate,VA,0
76,0,1,1,"$65,000 to $69,999","Completed some college, but no degree",WI,0
52,1,1,1,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",NJ,0
69,0,1,1,"$75,000 to $79,999",High school graduate,FL,0
54,0,1,1,"$20,000 to $24,999","Completed some college, but no degree",NJ,0
77,0,1,0,"$30,000 to $34,999","Completed some graduate, but no degree",MA,0
26,0,0,0,"Less than $14,999",High school graduate,FL,0
55,0,0,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CA,1
55,0,0,1,"$40,000 to $44,999","Completed some college, but no degree",NY,0
38,0,1,1,"$20,000 to $24,999",High school graduate,TX,0
66,1,1,1,"$75,000 to $79,999","Completed some graduate, but no degree",TX,1
64,0,1,1,"Less than $14,999",Completed some high school,FL,0
54,0,1,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",SC,1
43,1,1,0,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",PA,0
35,1,1,1,"$55,000 to $59,999","Completed some graduate, but no degree",TX,0
52,1,1,1,"$50,000 to $54,999","Completed some graduate, but no degree",GA,1
74,0,1,1,"$60,000 to $64,999",High school graduate,VA,1
60,0,1,1,"$95,000 to $99,999","Completed some college, but no degree",NC,1
55,0,0,1,"$30,000 to $34,999","Completed some college, but no degree",NJ,1
62,0,0,1,"Less than $14,999",High school graduate,NY,0
43,1,1,1,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",CA,0
68,0,1,0,"$55,000 to $59,999",More than College,FL,0
67,0,1,1,"$55,000 to $59,999","Completed some graduate, but no degree",NJ,0
47,1,1,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",CA,0
63,1,1,1,"$125,000 to $149,999","Completed some college, but no degree",NJ,0
55,1,0,1,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",IL,0
69,0,1,1,"$25,000 to $29,999","Completed some college, but no degree",MI,1
73,0,1,1,"$95,000 to $99,999",More than College,CT,1
58,0,1,1,"$30,000 to $34,999",High school graduate,FL,1
66,0,1,1,"Less than $14,999","Completed some college, but no degree",OR,1
45,1,1,1,"$60,000 to $64,999","Completed some graduate, but no degree",IN,0
46,1,1,1,"$150,000 to $174,999",More than College,MI,1
53,1,1,1,"$100,000 to $124,999",More than College,NJ,1
70,0,1,1,"$50,000 to $54,999","Completed some college, but no degree",MI,1
69,0,1,1,"$55,000 to $59,999",More than College,FL,1
62,1,1,1,"$85,000 to $89,999","Completed some graduate, but no degree",MN,1
67,1,0,1,"$70,000 to $74,999",Middle School or less,OR,0
40,1,1,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NY,1
64,0,1,1,"Less than $14,999",High school graduate,VA,0
48,0,0,0,"$15,000 to $19,999","Completed some college, but no degree",NY,0
41,0,1,1,"$20,000 to $24,999",High school graduate,IL,1
64,0,1,1,"$30,000 to $34,999",High school graduate,IN,1
52,0,1,1,"Less than $14,999","College Degree (such as B.A., B.S.)",VA,1
40,1,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,1
54,0,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",FL,1
61,0,0,0,"Less than $14,999",High school graduate,NC,0
62,0,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",MI,0
73,0,1,1,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",FL,1
25,0,0,0,"Less than $14,999",Completed some high school,TX,0
18,0,0,0,"$200,000 to $249,999",High school graduate,VA,0
36,1,1,1,"$70,000 to $74,999","Completed some college, but no degree",AZ,1
41,1,1,1,"$85,000 to $89,999","Completed some graduate, but no degree",AZ,0
35,0,0,1,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",AZ,1
71,0,0,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",SC,0
34,1,0,0,"$25,000 to $29,999","Completed some college, but no degree",OH,0
63,1,0,1,"$125,000 to $149,999","Completed some college, but no degree",TX,1
31,1,0,0,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",FL,0
42,1,1,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",CA,0
40,1,1,1,"$150,000 to $174,999",More than College,NY,0
61,1,1,0,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",TX,0
42,0,1,1,"$60,000 to $64,999","Completed some college, but no degree",PA,1
40,0,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",WI,0
43,0,1,1,"Less than $14,999",High school graduate,NJ,0
27,1,0,0,"$80,000 to $84,999",Completed some high school,OH,1
64,0,0,0,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",FL,0
69,0,1,1,"$25,000 to $29,999","Completed some college, but no degree",SC,0
20,0,1,0,"$25,000 to $29,999",More than College,VA,0
23,0,1,0,"$15,000 to $19,999",Completed some high school,PA,0
31,1,0,0,"Less than $14,999",High school graduate,NY,1
46,0,0,0,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",CA,0
54,0,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",FL,0
71,0,1,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NY,1
40,0,0,0,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",OH,0
53,1,1,1,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",NJ,1
75,0,0,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",FL,0
43,0,0,0,"Less than $14,999","Completed some graduate, but no degree",FL,1
27,1,0,1,"$45,000 to $49,999","Completed some college, but no degree",PA,0
21,0,0,0,"$80,000 to $84,999","Completed some college, but no degree",CA,0
33,1,1,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",MI,0
57,0,0,0,"Less than $14,999","College Degree (such as B.A., B.S.)",NY,0
38,0,0,0,"$50,000 to $54,999","Completed some graduate, but no degree",PA,0
40,1,0,1,"$30,000 to $34,999",High school graduate,WI,0
50,1,0,1,"$50,000 to $54,999","Completed some college, but no degree",NJ,1
46,1,0,1,"$70,000 to $74,999",High school graduate,CT,0
74,0,0,1,"$125,000 to $149,999",More than College,CA,1
37,1,1,1,"$125,000 to $149,999",More than College,MI,1
36,0,0,1,"$85,000 to $89,999","Completed some graduate, but no degree",NY,0
69,0,0,1,"$40,000 to $44,999","Completed some graduate, but no degree",FL,1
64,0,1,1,"$175,000 to $199,999","Completed some college, but no degree",IL,1
28,1,0,0,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",CA,0
36,1,0,0,"Less than $14,999",High school graduate,MD,0
66,0,1,1,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",TN,1
66,0,0,0,"$65,000 to $69,999","Completed some college, but no degree",CA,0
33,1,1,1,"$55,000 to $59,999",More than College,IL,1
62,1,0,1,"$60,000 to $64,999","Completed some graduate, but no degree",NJ,0
19,1,0,0,"$95,000 to $99,999",High school graduate,GA,0
56,0,1,1,"$20,000 to $24,999",High school graduate,MI,1
28,0,1,1,"$15,000 to $19,999","Completed some graduate, but no degree",MI,0
62,0,1,1,"$25,000 to $29,999","Completed some college, but no degree",MI,1
63,1,1,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",CA,0
61,0,0,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",FL,0
49,1,0,1,"$200,000 to $249,999",More than College,WI,1
68,0,1,1,"$125,000 to $149,999","Completed some graduate, but no degree",NY,0
26,0,1,1,"$55,000 to $59,999","Completed some graduate, but no degree",SC,1
80,0,1,1,"$40,000 to $44,999",High school graduate,IN,0
32,1,1,1,"$35,000 to $39,999","Completed some graduate, but no degree",TX,1
74,0,1,1,"$40,000 to $44,999",More than College,AL,0
59,0,1,1,"$90,000 to $94,999",High school graduate,WV,1
60,0,0,1,"$50,000 to $54,999",More than College,MO,0
73,0,1,1,"$50,000 to $54,999","Completed some graduate, but no degree",IL,0
54,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NJ,1
66,0,0,1,"$40,000 to $44,999","Completed some college, but no degree",AZ,1
59,0,1,1,"$30,000 to $34,999","Completed some college, but no degree",NY,0
26,0,0,1,"$35,000 to $39,999","Completed some college, but no degree",IA,0
58,0,1,1,"$30,000 to $34,999","Completed some college, but no degree",OH,1
73,0,1,1,"$25,000 to $29,999","Completed some college, but no degree",ID,1
64,0,1,1,"$20,000 to $24,999",High school graduate,NY,0
53,0,1,1,"Less than $14,999","Completed some college, but no degree",OR,1
43,1,1,1,"$50,000 to $54,999","Completed some college, but no degree",CO,1
73,0,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",FL,1
76,0,1,1,"$35,000 to $39,999","Completed some graduate, but no degree",AL,1
50,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",TX,1
50,0,0,0,"$15,000 to $19,999",Completed some high school,PA,0
48,1,1,0,"$85,000 to $89,999","Completed some graduate, but no degree",NY,0
32,0,0,1,"$95,000 to $99,999","Completed some college, but no degree",OR,0
68,0,0,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",GA,0
44,0,0,1,"Less than $14,999",High school graduate,FL,0
70,0,1,1,"$80,000 to $84,999","Completed some college, but no degree",PA,0
50,1,1,1,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",AZ,1
45,0,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",CA,1
47,1,0,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",NC,1
18,0,0,1,"$100,000 to $124,999","Completed some college, but no degree",NJ,1
72,0,1,1,"$30,000 to $34,999","Completed some college, but no degree",NY,1
53,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OH,1
83,0,1,1,"$125,000 to $149,999","Completed some graduate, but no degree",AZ,1
41,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MN,1
61,1,1,1,"$50,000 to $54,999","Completed some college, but no degree",OH,1
64,0,1,1,"$15,000 to $19,999",High school graduate,NY,0
66,1,1,1,"$125,000 to $149,999",More than College,WI,0
50,1,1,1,"$125,000 to $149,999",High school graduate,VA,0
47,1,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,0
40,1,1,1,"$30,000 to $34,999",High school graduate,LA,1
72,0,1,1,"$20,000 to $24,999",High school graduate,PA,0
25,1,0,0,"Less than $14,999",High school graduate,FL,0
54,1,1,1,"$45,000 to $49,999","Completed some college, but no degree",MI,1
67,0,1,1,"$45,000 to $49,999","Completed some college, but no degree",NY,1
64,0,1,1,"$50,000 to $54,999",More than College,MT,0
56,0,1,1,"$15,000 to $19,999",High school graduate,SC,1
82,1,1,1,"$55,000 to $59,999","Completed some graduate, but no degree",MI,1
54,0,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NY,1
49,0,0,1,"$25,000 to $29,999",High school graduate,NC,1
34,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",AZ,0
41,1,1,1,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",CA,1
42,1,1,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",TX,0
52,0,1,1,"Less than $14,999","Completed some college, but no degree",WA,0
57,0,1,1,"Less than $14,999",High school graduate,VT,0
69,0,0,1,"$80,000 to $84,999","Completed some graduate, but no degree",TX,0
59,0,0,1,"Less than $14,999",High school graduate,OH,0
65,1,1,0,"$35,000 to $39,999",More than College,NY,0
70,0,1,1,"$15,000 to $19,999",High school graduate,KY,0
68,0,1,1,"$30,000 to $34,999",High school graduate,NY,0
59,0,0,0,"$25,000 to $29,999","Completed some college, but no degree",OH,0
51,1,1,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",AR,1
67,0,1,1,"$30,000 to $34,999","Completed some graduate, but no degree",CO,0
68,0,1,1,"$100,000 to $124,999","Completed some college, but no degree",MO,1
51,0,1,1,"$20,000 to $24,999","Completed some college, but no degree",OH,0
45,0,0,1,"$75,000 to $79,999","Completed some graduate, but no degree",CA,0
41,1,0,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TX,0
40,1,1,1,"$150,000 to $174,999",More than College,FL,1
67,0,1,1,"$30,000 to $34,999","Completed some college, but no degree",WI,0
60,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,0
68,0,1,1,"$45,000 to $49,999","Completed some college, but no degree",CA,0
43,0,1,1,"Less than $14,999",Completed some high school,TX,1
64,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",MD,1
30,1,0,0,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",NY,0
62,1,1,1,"$60,000 to $64,999",High school graduate,CA,0
75,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",GA,1
50,0,0,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TX,1
68,1,1,1,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",CO,1
78,0,1,1,"$20,000 to $24,999","Completed some graduate, but no degree",IN,1
64,0,1,1,"$20,000 to $24,999",High school graduate,FL,0
76,0,1,1,"$60,000 to $64,999","Completed some college, but no degree",KY,1
28,1,1,1,"$30,000 to $34,999","Completed some graduate, but no degree",NY,0
71,0,1,1,"$20,000 to $24,999",High school graduate,WI,0
33,0,0,1,"$15,000 to $19,999",Completed some high school,WA,0
33,1,1,1,"$90,000 to $94,999",More than College,FL,0
35,0,1,1,"Less than $14,999","Completed some college, but no degree",IL,0
54,1,1,1,"$100,000 to $124,999","Completed some college, but no degree",WI,1
65,0,1,1,"Less than $14,999",High school graduate,CA,0
41,1,1,1,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",NY,1
76,0,1,1,"$25,000 to $29,999","Completed some graduate, but no degree",CA,0
19,0,1,1,"$100,000 to $124,999","Completed some graduate, but no degree",TX,1
80,0,1,1,"$30,000 to $34,999","Completed some graduate, but no degree",AZ,1
61,1,1,1,"$55,000 to $59,999",High school graduate,OH,0
56,0,0,1,"Less than $14,999",High school graduate,PA,1
35,1,1,1,"$80,000 to $84,999","Completed some college, but no degree",AZ,0
56,0,0,1,"$25,000 to $29,999","Completed some graduate, but no degree",IL,0
42,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NJ,1
68,0,1,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",FL,1
35,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,0
38,1,1,1,"$50,000 to $54,999",High school graduate,IL,1
40,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",FL,0
40,1,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",TX,0
61,1,1,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CA,0
36,1,1,0,"$50,000 to $54,999","Completed some college, but no degree",NC,0
21,0,0,0,"$50,000 to $54,999",More than College,NJ,0
27,1,1,1,"$20,000 to $24,999","Completed some college, but no degree",CA,0
26,1,0,1,"$30,000 to $34,999",High school graduate,TX,0
69,0,0,1,"$95,000 to $99,999",High school graduate,FL,0
49,0,0,1,"Less than $14,999","College Degree (such as B.A., B.S.)",KY,1
40,1,1,1,"$200,000 to $249,999",More than College,PA,1
36,0,0,1,"$40,000 to $44,999",High school graduate,AL,1
38,1,1,1,"$80,000 to $84,999","Completed some college, but no degree",CA,0
23,0,0,0,"Less than $14,999",High school graduate,MO,0
48,0,0,1,"$20,000 to $24,999",High school graduate,TN,1
59,1,1,1,"$125,000 to $149,999","Completed some college, but no degree",ME,1
36,1,0,1,"$125,000 to $149,999","Completed some college, but no degree",DE,0
60,1,0,0,"$50,000 to $54,999",High school graduate,MS,1
23,1,0,1,"Less than $14,999","Completed some graduate, but no degree",FL,0
38,1,0,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",WI,0
57,0,1,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TN,1
58,1,0,0,"$20,000 to $24,999","Completed some college, but no degree",NV,0
57,0,0,1,"$60,000 to $64,999","Completed some college, but no degree",MA,0
78,0,0,1,"$150,000 to $174,999",High school graduate,FL,1
25,0,0,0,"Less than $14,999",High school graduate,FL,0
43,0,0,1,"$15,000 to $19,999",Completed some high school,MI,0
42,0,1,0,"$15,000 to $19,999","Completed some college, but no degree",OK,0
51,0,1,1,"$50,000 to $54,999",High school graduate,WI,1
41,1,0,0,"$20,000 to $24,999","Completed some graduate, but no degree",VA,0
49,0,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",FL,1
76,0,1,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",OH,1
37,1,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",WI,1
49,0,1,1,"Less than $14,999","Completed some college, but no degree",OH,0
58,0,0,1,"$100,000 to $124,999","Completed some college, but no degree",IL,1
39,0,1,1,"Less than $14,999",High school graduate,KS,0
56,1,0,1,"$50,000 to $54,999","Completed some graduate, but no degree",NM,1
68,0,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",SC,1
71,0,0,1,"$20,000 to $24,999",High school graduate,MS,1
63,0,0,1,"$45,000 to $49,999",More than College,TX,0
43,0,0,1,"$100,000 to $124,999","Completed some college, but no degree",FL,1
36,0,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",FL,0
27,0,1,1,"Less than $14,999",High school graduate,IA,0
28,0,0,1,"$25,000 to $29,999","Completed some college, but no degree",AK,1
37,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",OK,1
49,0,1,1,"$70,000 to $74,999",Completed some high school,WA,1
70,0,0,1,"$15,000 to $19,999",High school graduate,ID,0
85,0,0,1,"Less than $14,999",High school graduate,MI,1
25,1,1,0,"$95,000 to $99,999","Completed some graduate, but no degree",CA,0
52,0,0,1,"$75,000 to $79,999","Completed some college, but no degree",CO,1
39,1,1,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",GA,0
31,0,0,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",PA,0
33,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,1
18,0,0,0,"$15,000 to $19,999",High school graduate,PA,0
27,0,0,0,"Less than $14,999",High school graduate,CA,0
28,1,0,0,"Less than $14,999","Completed some college, but no degree",CA,0
43,1,1,1,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",OH,0
69,0,0,1,"$15,000 to $19,999","Completed some college, but no degree",GA,0
63,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,1
26,0,1,1,"Less than $14,999",High school graduate,AL,0
38,1,1,1,"$150,000 to $174,999","Completed some graduate, but no degree",NH,0
67,0,0,1,"$70,000 to $74,999","Completed some college, but no degree",AR,0
73,0,1,1,"Less than $14,999","Completed some college, but no degree",ID,1
59,1,0,0,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",CA,0
66,0,1,1,"$30,000 to $34,999",High school graduate,IA,1
34,1,1,1,"$30,000 to $34,999","Completed some graduate, but no degree",IL,0
48,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",AR,1
39,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",VA,0
19,0,1,1,"$15,000 to $19,999",High school graduate,PA,0
73,0,0,1,"$25,000 to $29,999","Completed some college, but no degree",CA,0
59,0,0,0,"Less than $14,999","Completed some college, but no degree",NE,0
50,1,1,1,"$25,000 to $29,999",Completed some high school,OH,0
31,0,1,1,"$65,000 to $69,999",High school graduate,CA,1
61,0,0,1,"$45,000 to $49,999",High school graduate,AZ,0
32,1,1,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",KS,1
47,0,1,1,"$15,000 to $19,999",Completed some high school,IL,0
67,0,1,1,"$125,000 to $149,999","Completed some graduate, but no degree",WA,0
64,0,0,0,"$125,000 to $149,999",High school graduate,MA,0
81,0,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",NJ,1
42,1,1,1,"$200,000 to $249,999",More than College,CA,1
61,0,1,1,"$15,000 to $19,999","Completed some college, but no degree",OR,1
69,0,0,1,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",FL,1
36,1,1,0,"$125,000 to $149,999",More than College,NY,1
66,0,1,1,"$60,000 to $64,999",High school graduate,AZ,1
54,1,0,0,"$20,000 to $24,999",High school graduate,DE,0
25,0,0,1,"Less than $14,999","College Degree (such as B.A., B.S.)",NC,0
45,0,1,1,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",TX,0
38,1,0,0,"$75,000 to $79,999",More than College,PA,0
67,0,0,0,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",CA,0
64,0,1,1,"$45,000 to $49,999","Completed some college, but no degree",IL,1
45,0,1,1,"$70,000 to $74,999","Completed some graduate, but no degree",VA,0
42,1,1,1,"$125,000 to $149,999",More than College,NY,0
23,0,1,1,"Less than $14,999",Completed some high school,TX,0
30,0,0,1,"$125,000 to $149,999",More than College,NY,1
20,1,1,0,"$75,000 to $79,999",More than College,IL,1
28,0,1,0,"Less than $14,999",High school graduate,GA,0
55,0,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NV,0
63,0,0,1,"$15,000 to $19,999",High school graduate,KY,1
48,0,0,1,"Less than $14,999",High school graduate,NC,0
64,0,1,1,"$60,000 to $64,999","Completed some college, but no degree",MN,1
78,0,1,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",MN,1
43,0,0,1,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",NJ,0
41,1,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",FL,0
21,1,0,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",TN,0
80,0,0,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",AZ,0
30,0,0,0,"Less than $14,999",High school graduate,MS,0
72,0,0,1,"$60,000 to $64,999","Completed some college, but no degree",PA,0
70,0,0,1,"$15,000 to $19,999",High school graduate,MA,0
40,1,0,1,"$125,000 to $149,999",More than College,FL,0
29,1,0,1,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",IL,0
57,0,0,1,"$55,000 to $59,999",High school graduate,SC,0
45,1,0,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",MI,0
32,1,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",NY,1
69,0,0,1,"$20,000 to $24,999",High school graduate,MI,1
33,0,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",TX,0
68,0,0,1,"$30,000 to $34,999",High school graduate,OH,1
35,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,1
66,1,1,1,"$85,000 to $89,999","Completed some college, but no degree",AL,0
76,0,1,1,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",AZ,1
31,0,1,0,"$25,000 to $29,999","Completed some graduate, but no degree",LA,0
45,0,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",LA,1
28,0,0,0,"Less than $14,999","Completed some college, but no degree",OK,0
27,0,0,0,"Less than $14,999","College Degree (such as B.A., B.S.)",FL,0
38,1,1,1,"$30,000 to $34,999",High school graduate,NV,1
34,1,0,0,"$75,000 to $79,999","Completed some college, but no degree",CA,0
50,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",IA,0
57,1,0,0,"$100,000 to $124,999",High school graduate,FL,1
41,0,0,1,"$30,000 to $34,999","Completed some college, but no degree",TX,0
47,0,0,0,"$30,000 to $34,999","Completed some college, but no degree",SC,1
65,0,0,0,"$85,000 to $89,999","Completed some college, but no degree",CA,0
23,0,0,1,"$55,000 to $59,999",High school graduate,MD,0
66,1,1,1,"$65,000 to $69,999","Completed some graduate, but no degree",KS,0
62,1,1,1,"$100,000 to $124,999","Completed some college, but no degree",PA,0
40,1,1,1,"$80,000 to $84,999","Completed some graduate, but no degree",ID,0
40,1,1,1,"$200,000 to $249,999",More than College,CA,0
33,0,0,0,"Less than $14,999",High school graduate,NY,0
30,1,0,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",WI,0
29,0,0,0,"Less than $14,999",High school graduate,CA,0
67,0,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",WV,1
58,0,1,1,"Less than $14,999","Completed some college, but no degree",AZ,1
54,0,1,1,"$15,000 to $19,999","Completed some college, but no degree",TX,1
71,0,1,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",TN,1
36,1,1,1,"$40,000 to $44,999",High school graduate,MO,1
63,0,0,1,"$125,000 to $149,999","Completed some college, but no degree",ID,1
52,1,0,1,"$40,000 to $44,999",More than College,LA,0
47,0,1,0,"Less than $14,999","Completed some graduate, but no degree",NY,0
30,1,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NJ,1
22,1,0,1,"Less than $14,999",Completed some high school,TX,0
46,0,0,1,"$35,000 to $39,999",High school graduate,UT,0
34,0,0,0,"Less than $14,999","Completed some college, but no degree",IL,1
54,1,1,1,"$55,000 to $59,999","Completed some graduate, but no degree",MI,0
72,0,1,1,"$55,000 to $59,999","Completed some graduate, but no degree",SD,1
45,1,1,1,"$35,000 to $39,999",Completed some high school,OH,0
33,0,0,0,"$55,000 to $59,999",More than College,CA,0
51,1,1,0,"$85,000 to $89,999","Completed some graduate, but no degree",CA,0
35,0,1,1,"$70,000 to $74,999","Completed some college, but no degree",CA,1
71,0,1,1,"Less than $14,999","Completed some graduate, but no degree",NY,1
26,0,1,1,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",OH,0
62,1,1,0,"Less than $14,999","College Degree (such as B.A., B.S.)",CA,0
58,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",MI,1
70,1,1,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",IL,0
66,1,1,1,"$95,000 to $99,999","Completed some graduate, but no degree",GA,1
30,0,1,1,"Less than $14,999",More than College,TX,0
50,0,1,1,"$40,000 to $44,999",High school graduate,NY,0
45,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",TX,1
55,0,0,0,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",NV,0
